,gps_height,longitude,latitude,basin,region_code,district_code,population,permit,construction_year,extraction_type_class,management_group,payment,quality_group,quantity_group,source_class,waterpoint_type_group
10898,0,33.93880534,-9.48602102,lake nyasa,12,3,1.0,True,0,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
5345,347,38.12483939,-6.08641021,wami / ruvu,6,1,1.0,True,1975,submersible,user-group,pay per bucket,colored,insufficient,groundwater,communal standpipe
18294,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
17025,1704,36.53589636,-2.49718603,internal,2,6,350.0,True,2007,gravity,user-group,pay when scheme fails,good,insufficient,groundwater,communal standpipe
5146,1330,30.61031569,-3.49847727,lake tanganyika,16,1,350.0,False,2010,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
10630,0,30.99561813,-1.67962247,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
18345,162,38.17911593,-6.82347159,wami / ruvu,5,2,150.0,True,1993,other,user-group,never pay,unknown,insufficient,groundwater,other
16462,1566,37.59389625,-3.03202014,internal,3,1,1.0,True,2008,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
15308,1279,35.85574768,-4.28757089,internal,21,1,480.0,True,2009,gravity,user-group,never pay,good,enough,surface,communal standpipe
17662,0,33.7984802,-9.55553451,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
5201,0,33.93912839,-4.20932322,internal,14,2,1.0,True,0,gravity,user-group,pay per bucket,good,enough,surface,communal standpipe
8651,1154,37.67236577,-3.08843086,pangani,3,1,1.0,True,2000,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
10684,437,37.7525939,-10.7429224,ruvuma / southern coast,10,1,1.0,False,1992,other,user-group,never pay,good,enough,groundwater,hand pump
12626,0,31.11971335,-1.75768644,lake victoria,18,1,1.0,True,0,other,user-group,never pay,good,unknown,groundwater,other
17627,0,33.83507561,-3.61190755,internal,17,8,1.0,True,0,gravity,user-group,unknown,good,dry,surface,communal standpipe
8549,0,36.10657377,-5.74406474,wami / ruvu,1,4,1.0,True,0,handpump,user-group,unknown,good,dry,groundwater,hand pump
18662,0,32.16042811,-4.20992525,lake tanganyika,17,3,1.0,True,0,handpump,user-group,unknown,good,insufficient,groundwater,hand pump
18308,472,38.09126434,-4.43314524,pangani,3,3,200.0,True,2009,handpump,user-group,never pay,good,enough,groundwater,hand pump
23331,500,37.64612928,-6.7976787,wami / ruvu,5,5,300.0,True,1980,other,user-group,never pay,good,insufficient,groundwater,other
23698,443,38.0681446,-4.59912632,pangani,3,3,340.0,True,2004,handpump,user-group,never pay,good,enough,groundwater,hand pump
12892,0,36.33130148,-6.27999343,wami / ruvu,1,1,1.0,True,0,gravity,user-group,pay per bucket,salty,enough,groundwater,communal standpipe
13062,1875,31.82812902,-8.2465063,lake rukwa,15,2,350.0,False,1992,other,user-group,never pay,good,enough,groundwater,other
21366,0,32.87936579,-4.220166900000001,lake tanganyika,14,1,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
20936,0,31.52134376,-2.81471953,lake tanganyika,18,4,1.0,True,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
11863,270,38.20862578,-6.78126255,wami / ruvu,5,2,60.0,True,1968,submersible,user-group,never pay,unknown,dry,groundwater,communal standpipe
3662,0,32.97808593,-8.90820916,lake rukwa,12,6,1.0,False,0,other,user-group,pay when scheme fails,good,seasonal,groundwater,other
17921,921,29.64422095,-4.797403299999999,lake tanganyika,16,3,400.0,True,1992,gravity,user-group,unknown,good,insufficient,groundwater,communal standpipe
11381,0,31.47707414,-1.23370472,lake victoria,18,7,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
26717,935,35.39145623,-10.70401125,ruvuma / southern coast,10,2,75.0,True,1977,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
26096,0,33.34194184,-9.49687205,lake nyasa,12,5,1.0,False,0,gravity,user-group,unknown,unknown,dry,groundwater,communal standpipe
7391,0,31.73876932,-1.61341543,lake victoria,18,3,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,improved spring
9989,0,32.83548232,-9.06681396,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,insufficient,groundwater,hand pump
6778,60,38.97122612,-5.35393454,pangani,4,5,100.0,False,0,submersible,commercial,pay per bucket,salty,insufficient,groundwater,communal standpipe
14463,0,33.27288617,-2.50970199,lake victoria,19,2,1.0,True,0,other,user-group,never pay,good,enough,groundwater,hand pump
26533,1163,32.89986764,-1.95707039,lake victoria,19,1,300.0,True,1996,other,user-group,never pay,good,insufficient,groundwater,hand pump
10486,0,32.9286336,-9.31640011,lake nyasa,12,5,1.0,False,0,handpump,user-group,unknown,unknown,dry,groundwater,hand pump
24945,0,33.01380546,-8.43442791,lake rukwa,12,1,1.0,True,0,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
14504,0,33.80914076,-3.44182706,internal,17,2,1.0,False,0,handpump,user-group,other,fluoride,dry,groundwater,hand pump
16883,486,38.14668142,-5.54999929,pangani,4,6,200.0,True,2007,handpump,user-group,never pay,good,enough,groundwater,hand pump
8996,0,35.88840005,-5.22295303,internal,1,1,1.0,False,0,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
21419,0,33.28801679,-3.83907132,internal,17,3,1.0,True,0,other,user-group,never pay,good,insufficient,groundwater,other
12788,73,38.66480694,-5.80463404,pangani,4,5,20.0,False,2009,submersible,commercial,pay per bucket,salty,insufficient,groundwater,communal standpipe
25314,205,37.76226108,-7.53271865,wami / ruvu,5,2,100.0,True,2001,submersible,user-group,pay when scheme fails,unknown,unknown,groundwater,communal standpipe
23252,0,32.61715752,-8.75877278,lake rukwa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,salty,insufficient,groundwater,hand pump
7243,320,37.59783244,-6.32589993,wami / ruvu,5,6,1.0,True,1994,submersible,user-group,pay per bucket,good,dry,groundwater,other
636,1481,34.05132095,-1.90692939,lake victoria,20,4,250.0,False,1993,other,user-group,unknown,good,dry,groundwater,other
12439,879,29.65667202,-4.82704029,lake tanganyika,16,3,503.0,True,1985,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
3027,718,36.04627991,-10.9885824,ruvuma / southern coast,10,5,360.0,False,1999,handpump,user-group,pay annually,good,insufficient,groundwater,hand pump
7648,1606,34.94078754,-4.61538605,internal,13,2,1.0,True,2000,other,user-group,unknown,unknown,dry,groundwater,other
16463,999,35.32524751,-10.41286716,lake nyasa,10,2,400.0,True,2003,handpump,user-group,pay monthly,good,dry,groundwater,hand pump
1390,1483,34.64006131,-4.85052438,internal,13,4,1.0,True,2009,handpump,user-group,never pay,good,dry,groundwater,hand pump
25000,258,36.65048382,-8.10709472,rufiji,5,3,280.0,True,1996,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
22596,1576,30.03952345,-4.62185674,lake tanganyika,16,2,320.0,True,2002,gravity,user-group,pay when scheme fails,good,enough,groundwater,improved spring
5907,1471,37.52521564,-3.28160578,pangani,3,4,1.0,True,1972,gravity,user-group,never pay,good,enough,groundwater,other
12992,401,38.34091867,-5.50210632,pangani,4,6,300.0,False,2009,submersible,user-group,pay per bucket,good,insufficient,surface,communal standpipe
4061,0,30.68612574,-1.25251034,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
8123,0,36.56996528,-6.41171838,wami / ruvu,1,1,1.0,True,0,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
10531,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,other,good,enough,groundwater,hand pump
25238,1260,34.93230898,-10.92056272,lake nyasa,10,3,30.0,True,1994,gravity,parastatal,unknown,good,dry,groundwater,communal standpipe
23662,0,32.12661063,-4.65004875,lake tanganyika,14,4,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
19225,1351,34.55404842,-5.06688022,internal,13,2,1.0,True,2003,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
4311,0,31.82789538,-1.04368304,lake victoria,18,2,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,improved spring
3366,1175,33.71501703,-1.50573666,lake victoria,20,3,320.0,True,1967,gravity,user-group,unknown,good,enough,surface,communal standpipe
12826,1451,35.51051615,-7.75781362,rufiji,11,1,1.0,True,1985,gravity,user-group,pay annually,good,dry,groundwater,communal standpipe
22710,2068,34.67183691,-9.32713771,rufiji,11,4,300.0,True,2004,rope pump,user-group,never pay,good,enough,groundwater,hand pump
11771,338,39.28076647,-10.67016643,ruvuma / southern coast,90,33,300.0,False,1990,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
9366,0,30.82929363,-1.38270007,lake victoria,18,1,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
17220,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
19291,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
782,383,38.76123496,-10.21222387,ruvuma / southern coast,8,3,103.0,False,0,other,user-group,never pay,salty,insufficient,groundwater,communal standpipe
18678,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
3506,0,33.84815061,-9.29837464,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
16243,1568,31.1127843,-7.37225338,lake rukwa,15,3,1.0,False,1984,handpump,user-group,pay annually,unknown,enough,groundwater,hand pump
15033,1268,37.6558914,-3.66321785,pangani,3,2,48.0,False,2007,gravity,user-group,pay monthly,good,insufficient,groundwater,communal standpipe
12450,0,35.76788503,-6.42231781,rufiji,1,5,1.0,False,0,other,user-group,never pay,good,dry,groundwater,other
4653,1179,37.53032245,-3.31287598,pangani,3,4,1.0,True,1972,gravity,user-group,never pay,good,enough,groundwater,other
26279,193,38.88019754,-7.73401164,rufiji,60,53,1.0,True,2005,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
26281,1258,33.37058252,-1.86041522,lake victoria,20,3,250.0,True,2003,handpump,parastatal,unknown,good,insufficient,groundwater,hand pump
19916,254,36.67612976,-8.14505453,rufiji,5,3,200.0,True,2006,handpump,user-group,pay monthly,colored,insufficient,groundwater,hand pump
14545,0,33.84960152,-9.55451675,lake nyasa,12,3,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
21181,0,33.66795706,-2.73650448,lake victoria,19,2,1.0,True,0,handpump,user-group,pay when scheme fails,good,seasonal,groundwater,hand pump
23094,0,34.40139838,-3.14536312,internal,17,6,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
26802,1670,35.54068105,-4.19060034,internal,21,1,120.0,True,2012,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
25548,0,37.17357326,-6.58519729,wami / ruvu,5,1,202.0,True,1975,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
1438,0,33.18952178,-4.22210548,internal,14,1,1.0,False,0,handpump,commercial,never pay,good,enough,groundwater,hand pump
9965,1300,30.58974003,-3.66834907,lake tanganyika,16,1,300.0,False,1993,gravity,user-group,pay annually,good,insufficient,surface,communal standpipe
26660,295,38.97796017,-10.86051446,ruvuma / southern coast,90,33,1.0,False,1985,other,user-group,unknown,good,dry,groundwater,other
21866,1800,34.86310378,-9.08443324,rufiji,11,4,60.0,False,2009,handpump,user-group,never pay,good,seasonal,groundwater,hand pump
5517,1179,33.7041488,-1.50107619,lake victoria,20,3,320.0,True,1967,gravity,user-group,never pay,good,enough,surface,communal standpipe
17796,1446,34.7787987,-5.19857073,internal,13,2,1.0,True,1990,other,user-group,pay when scheme fails,good,insufficient,groundwater,other
3255,386,37.4379797,-6.36030006,wami / ruvu,5,6,1.0,True,1982,other,user-group,never pay,salty,insufficient,groundwater,other
2154,0,37.22852294,-6.51456499,wami / ruvu,5,1,280.0,True,2005,submersible,user-group,never pay,salty,insufficient,groundwater,communal standpipe
8362,803,36.05283753,-10.67858195,ruvuma / southern coast,10,5,250.0,True,1982,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
8641,-14,38.85091046,-5.78246429,pangani,4,5,50.0,False,2010,other,user-group,never pay,salty,insufficient,groundwater,other
16611,842,36.13302305,-10.44294802,rufiji,10,5,500.0,False,1994,handpump,user-group,never pay,good,enough,groundwater,hand pump
19474,0,32.82879166,-8.91133846,lake rukwa,12,6,1.0,False,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
176,0,36.41670102,-6.22015672,wami / ruvu,1,3,1.0,False,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
4475,156,38.43894189,-11.36471728,ruvuma / southern coast,90,63,130.0,True,1978,other,user-group,never pay,salty,dry,groundwater,other
20625,429,39.10345758,-10.78463506,ruvuma / southern coast,90,33,1.0,False,1980,gravity,user-group,unknown,good,dry,groundwater,other
25980,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,handpump,user-group,never pay,unknown,dry,groundwater,hand pump
13827,846,36.0811386,-10.59959532,ruvuma / southern coast,10,5,200.0,False,1997,handpump,user-group,pay monthly,good,dry,groundwater,hand pump
19828,0,33.84802293,-9.39031799,lake nyasa,12,4,1.0,True,0,gravity,commercial,unknown,good,enough,groundwater,communal standpipe
2260,0,36.37277297,-6.71810935,wami / ruvu,1,1,1.0,True,0,other,user-group,pay monthly,good,insufficient,groundwater,other
18150,0,35.99080376,-6.23284072,wami / ruvu,1,5,1.0,False,0,motorpump,commercial,pay per bucket,good,dry,groundwater,communal standpipe
19219,0,32.38312558,-4.38046201,lake tanganyika,14,4,1.0,True,0,submersible,user-group,pay per bucket,good,enough,surface,communal standpipe
664,0,33.804408,-3.51656793,internal,17,2,1.0,False,0,handpump,user-group,other,good,seasonal,groundwater,hand pump
3377,453,34.82201282,-11.31950566,lake nyasa,10,3,86.0,True,1968,gravity,user-group,unknown,good,dry,groundwater,communal standpipe
13923,844,29.6757724,-4.8731499000000005,lake tanganyika,16,4,1.0,True,1973,other,user-group,never pay,good,dry,surface,communal standpipe
16202,855,37.39414236,-3.34186752,pangani,3,4,1.0,True,1974,gravity,user-group,unknown,good,insufficient,groundwater,other
8538,-3,39.30103326,-7.18250202,wami / ruvu,6,4,300.0,False,2004,handpump,user-group,never pay,good,enough,groundwater,hand pump
9594,0,30.72695553,-1.35360636,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
24419,667,36.956749,-11.31393497,ruvuma / southern coast,10,1,1.0,False,2011,submersible,user-group,pay per bucket,good,enough,groundwater,communal standpipe
17394,1284,35.85071608,-4.29424639,internal,21,1,120.0,True,2009,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
732,0,32.21174827,-4.88686188,lake tanganyika,14,4,1.0,True,0,handpump,user-group,never pay,milky,enough,groundwater,hand pump
6397,506,37.45954192,-6.90708827,wami / ruvu,5,6,140.0,True,1977,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
23508,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
4195,0,33.76302396,-3.59508239,internal,17,8,1.0,False,0,gravity,parastatal,unknown,good,seasonal,surface,other
13017,288,36.22484711,-8.20012366,rufiji,5,3,500.0,True,2004,other,user-group,never pay,good,insufficient,groundwater,other
25121,1732,31.41913854,-8.04296233,lake tanganyika,15,2,50.0,False,1991,handpump,user-group,pay annually,good,seasonal,groundwater,hand pump
13788,825,32.26690078,-8.37440953,lake rukwa,15,2,250.0,False,1998,other,user-group,never pay,good,enough,groundwater,hand pump
24369,1368,37.67113357,-3.62306981,pangani,3,2,100.0,False,1972,gravity,unknown,never pay,good,insufficient,surface,communal standpipe
12573,29,38.83717436,-6.5892617,wami / ruvu,6,1,17.0,True,1988,motorpump,commercial,pay monthly,good,enough,surface,communal standpipe
20961,0,30.91430427,-1.19931918,lake victoria,18,1,1.0,True,0,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
26980,367,37.46721181,-6.30609592,wami / ruvu,5,6,1.0,True,2006,other,user-group,never pay,unknown,dry,groundwater,other
8183,1770,34.48950533,-9.69224032,lake nyasa,11,5,200.0,False,2004,gravity,user-group,pay when scheme fails,good,enough,surface,communal standpipe
17952,0,33.4986097,-3.15738787,lake victoria,17,2,1.0,False,0,other,user-group,other,unknown,dry,groundwater,other
1561,1450,35.57944799,-7.80564107,rufiji,11,1,400.0,True,1983,gravity,user-group,pay monthly,good,dry,groundwater,communal standpipe
17313,0,32.72351763,-5.7681114,lake tanganyika,14,5,1.0,False,0,other,user-group,pay per bucket,good,dry,groundwater,communal standpipe
20859,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,other,user-group,never pay,salty,insufficient,groundwater,other
23794,0,32.40685821,-4.88903981,lake tanganyika,14,3,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
25620,0,35.62217672,-5.99672735,internal,1,5,1.0,False,0,motorpump,commercial,pay per bucket,good,dry,groundwater,communal standpipe
18849,583,37.99819119,-4.18340462,pangani,3,3,190.0,True,2009,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
24657,1359,37.66687566,-3.70194491,pangani,3,2,180.0,False,1972,gravity,user-group,never pay,good,insufficient,surface,other
5297,1256,32.98304919,-2.05519709,lake victoria,19,1,350.0,True,2002,other,user-group,never pay,good,insufficient,groundwater,other
26946,0,32.87991412,-3.34835305,lake victoria,17,3,1.0,True,0,other,parastatal,never pay,good,seasonal,surface,other
26591,500,38.05190647,-4.36615081,pangani,3,3,240.0,True,2007,gravity,user-group,pay annually,good,enough,surface,communal standpipe
12069,516,38.0360532,-4.31267554,pangani,3,3,240.0,True,1994,gravity,user-group,never pay,good,enough,surface,communal standpipe
19660,0,32.13314937,-3.89885357,lake tanganyika,17,3,1.0,True,0,handpump,user-group,unknown,milky,seasonal,groundwater,hand pump
26154,488,38.28279046,-4.424422900000001,pangani,4,1,1.0,True,1973,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
26444,1069,35.62084147,-10.66405958,ruvuma / southern coast,10,4,1.0,True,2006,submersible,other,pay per bucket,good,dry,groundwater,communal standpipe
21733,20,34.8031643,-10.13534981,ruvuma / southern coast,18,2,1.0,False,2011,other,user-group,pay per bucket,unknown,unknown,groundwater,hand pump
19218,1163,35.86725821,-7.43428994,rufiji,11,1,1.0,True,1991,gravity,user-group,pay annually,good,dry,groundwater,communal standpipe
12666,0,33.13702118,-2.48615318,lake victoria,19,2,1.0,True,0,handpump,user-group,never pay,good,dry,groundwater,hand pump
13992,1335,36.61703073,-5.26301886,internal,21,5,1.0,True,2011,submersible,user-group,never pay,salty,dry,groundwater,communal standpipe
2476,1336,36.61837187,-5.26158327,internal,21,5,1.0,True,2004,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
5935,1341,36.71108567,-2.63085155,internal,2,6,200.0,True,1999,gravity,unknown,pay when scheme fails,good,dry,surface,communal standpipe
7882,0,33.86947007,-9.59979887,lake nyasa,12,3,1.0,True,0,handpump,commercial,never pay,good,dry,groundwater,hand pump
14203,927,35.64746058,-10.2651609,lake nyasa,10,2,225.0,True,1995,handpump,user-group,pay when scheme fails,good,dry,groundwater,hand pump
12783,11,38.29645491,-7.79176239,rufiji,60,53,1.0,True,1968,motorpump,user-group,never pay,good,dry,groundwater,communal standpipe
22854,1267,36.93446143,-3.34599246,pangani,2,7,150.0,True,2003,gravity,user-group,unknown,good,insufficient,surface,communal standpipe
25181,0,36.91951847,-5.97474949,wami / ruvu,1,3,1.0,False,0,submersible,user-group,never pay,salty,dry,groundwater,communal standpipe
18142,188,39.05162536,-8.54613417,ruvuma / southern coast,80,13,290.0,True,1995,other,user-group,never pay,salty,insufficient,groundwater,other
6855,0,33.14175558,-9.16782446,lake nyasa,12,6,1.0,False,0,handpump,user-group,pay when scheme fails,good,seasonal,groundwater,hand pump
13388,0,33.13466210000001,-2.5805071,lake victoria,19,2,1.0,True,0,other,user-group,never pay,good,enough,groundwater,other
1239,0,32.83680408,-4.689026999999999,lake tanganyika,14,3,1.0,True,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
20375,1236,34.22351984,-1.31487387,lake victoria,20,6,80.0,False,2000,handpump,commercial,pay per bucket,salty,enough,groundwater,hand pump
3262,0,33.86404665,-8.67626399,rufiji,12,7,1.0,False,0,gravity,user-group,never pay,good,seasonal,surface,communal standpipe
11048,1111,31.2128557,-8.48821533,lake tanganyika,15,2,450.0,True,1972,gravity,user-group,never pay,good,enough,surface,other
20712,1263,36.86820771,-6.13720226,wami / ruvu,5,1,250.0,True,2006,gravity,user-group,pay per bucket,good,enough,groundwater,communal standpipe
16423,80,38.96242361,-5.24445199,pangani,4,4,120.0,True,2000,other,user-group,never pay,good,dry,groundwater,other
24650,837,36.12944731,-10.47067294,rufiji,10,5,300.0,True,1982,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
6275,1035,36.09162101,-3.55498015,internal,2,1,1.0,True,2000,other,unknown,unknown,unknown,unknown,groundwater,other
22358,968,36.84166911,-3.48977439,pangani,2,2,150.0,True,1980,gravity,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
17562,1043,29.90219711,-4.84498795,lake tanganyika,16,3,365.0,True,1984,gravity,user-group,unknown,good,enough,surface,communal standpipe
8589,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,handpump,user-group,unknown,unknown,dry,groundwater,hand pump
19682,1054,35.63341139,-10.69030144,ruvuma / southern coast,10,4,1.0,True,2008,gravity,other,pay monthly,good,dry,surface,communal standpipe
3673,946,35.24523966,-10.6679832,ruvuma / southern coast,10,2,1.0,True,1988,gravity,user-group,never pay,good,dry,surface,communal standpipe
14307,1141,36.95343449,-2.78031699,internal,2,6,50.0,True,2002,gravity,parastatal,pay when scheme fails,good,insufficient,groundwater,communal standpipe
24482,0,37.06123411,-6.18248123,wami / ruvu,5,1,50.0,True,2004,handpump,user-group,never pay,salty,enough,groundwater,hand pump
13713,0,33.03447173,-8.56971757,lake rukwa,12,1,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
3411,1342,30.01434883,-4.33551092,lake tanganyika,16,2,540.0,True,1980,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
11739,0,31.54267082,-1.84572552,lake victoria,18,3,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,improved spring
24925,0,37.87146725,-5.41993619,pangani,4,7,1.0,True,2008,submersible,user-group,pay per bucket,good,insufficient,surface,communal standpipe
25122,1312,31.21518211,-8.42776866,lake tanganyika,15,2,200.0,True,1986,gravity,user-group,never pay,good,insufficient,surface,communal standpipe
6817,1356,34.68962872,-8.79993367,rufiji,11,4,108.0,True,1978,gravity,user-group,pay monthly,good,dry,surface,communal standpipe
8363,214,34.8031643,-10.84629615,ruvuma / southern coast,9,4,1.0,True,1982,submersible,user-group,never pay,good,dry,groundwater,communal standpipe
24160,0,33.44697613,-8.42434877,lake rukwa,12,1,1.0,True,0,motorpump,user-group,never pay,good,enough,groundwater,communal standpipe
6488,0,34.8031643,-2e-08,lake victoria,19,6,1.0,True,0,other,user-group,unknown,unknown,dry,groundwater,other
177,1177,37.04899808,-5.84463878,wami / ruvu,21,5,1.0,True,2008,other,user-group,never pay,good,seasonal,groundwater,other
1364,313,36.36253203,-8.79774016,rufiji,5,4,1.0,True,1995,gravity,user-group,never pay,good,dry,surface,communal standpipe
10145,1261,34.29539286,-1.68131636,lake victoria,20,2,150.0,True,1974,motorpump,user-group,never pay,salty,insufficient,groundwater,communal standpipe
21100,1253,35.02721664,-5.05376018,internal,13,2,1.0,True,1960,other,user-group,unknown,unknown,dry,groundwater,other
19436,0,31.48688668,-2.10118089,lake victoria,18,3,1.0,False,0,handpump,user-group,never pay,good,enough,groundwater,hand pump
26696,0,36.82993977,-6.31753687,wami / ruvu,1,3,1.0,False,0,gravity,user-group,pay annually,good,dry,groundwater,communal standpipe
6905,-16,39.25342662,-8.58488888,ruvuma / southern coast,80,13,438.0,True,1985,other,user-group,never pay,good,enough,groundwater,other
6753,0,31.75435482,-1.00461556,lake victoria,18,7,1.0,True,0,gravity,user-group,never pay,good,insufficient,groundwater,communal standpipe
22567,0,33.28813324,-8.70251674,lake rukwa,12,1,1.0,True,0,gravity,user-group,pay monthly,good,enough,surface,communal standpipe
45,0,31.45311103,-1.19438963,lake victoria,18,7,1.0,True,0,handpump,user-group,never pay,milky,insufficient,groundwater,hand pump
23271,417,38.65513851,-10.66564964,ruvuma / southern coast,90,33,1.0,False,1984,other,user-group,unknown,salty,dry,groundwater,other
19820,813,36.00533539,-10.52761799,rufiji,10,5,90.0,True,1990,gravity,user-group,pay monthly,good,insufficient,surface,communal standpipe
26925,0,31.5385397,-1.7842966,lake victoria,18,3,1.0,True,0,submersible,user-group,never pay,good,enough,groundwater,communal standpipe
703,0,34.8031643,-2e-08,lake victoria,17,1,1.0,False,0,other,user-group,other,good,enough,groundwater,hand pump
1840,10,39.17222111,-8.39572812,rufiji,80,13,396.0,True,1998,other,user-group,never pay,salty,insufficient,groundwater,other
9149,0,37.70781159,-5.47344043,pangani,4,7,1.0,False,1975,submersible,user-group,pay per bucket,good,insufficient,groundwater,communal standpipe
22284,0,32.51844007,-4.81481275,lake tanganyika,14,3,1.0,True,0,handpump,user-group,never pay,good,insufficient,groundwater,hand pump
24112,0,35.87043215,-4.67270545,internal,1,1,1.0,False,0,gravity,user-group,never pay,good,seasonal,groundwater,communal standpipe
19001,1405,34.47198994,-4.6861465,internal,13,1,285.0,True,1987,other,user-group,pay when scheme fails,salty,insufficient,groundwater,hand pump
4734,1118,38.36668417,-5.01916909,pangani,4,2,250.0,False,1972,gravity,user-group,never pay,good,dry,groundwater,communal standpipe
17715,0,33.82117793,-9.19028585,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,surface,communal standpipe
23006,1170,34.64264394,-4.05415922,internal,13,1,245.0,True,2009,handpump,user-group,never pay,good,enough,groundwater,hand pump
1522,1135,33.55478704,-2.16322546,lake victoria,20,4,400.0,True,1996,other,user-group,unknown,salty,enough,groundwater,other
22825,1421,37.62135859,-3.08951858,pangani,3,1,1.0,True,1980,gravity,commercial,pay monthly,good,insufficient,groundwater,communal standpipe
15226,1249,33.86853643,-1.7226741,lake victoria,20,3,250.0,True,1997,handpump,user-group,never pay,salty,enough,groundwater,hand pump
22385,0,34.8031643,-2e-08,lake victoria,19,2,1.0,True,0,other,user-group,never pay,salty,insufficient,groundwater,other
1977,0,34.22448072,-3.76228098,internal,17,6,1.0,True,0,gravity,parastatal,never pay,good,dry,surface,communal standpipe
10692,0,33.66406207,-9.35300315,lake nyasa,12,4,1.0,True,0,gravity,user-group,never pay,good,enough,groundwater,communal standpipe
22459,0,33.29369137,-3.42668678,lake victoria,17,8,1.0,False,0,other,parastatal,unknown,good,seasonal,surface,other
19105,1218,33.07485638,-2.004205,lake victoria,19,1,450.0,True,1974,other,user-group,never pay,good,insufficient,surface,communal standpipe
9298,0,30.79929976,-2.43219602,lake victoria,18,30,1.0,False,0,gravity,user-group,pay monthly,good,enough,groundwater,communal standpipe
24751,1270,34.02193257,-1.61546087,lake victoria,20,3,320.0,False,1979,gravity,user-group,unknown,good,enough,groundwater,communal standpipe
8653,1971,34.47750146,-9.1723651,rufiji,11,3,36.0,True,2007,gravity,user-group,pay annually,good,dry,groundwater,communal standpipe
11592,892,35.99585058,-10.7280679,ruvuma / southern coast,10,5,360.0,False,1998,handpump,user-group,pay monthly,good,insufficient,groundwater,hand pump
