,status_group
19660,non functional
26154,non functional
26444,non functional
21733,non functional
19218,non functional
12666,non functional
13992,non functional
11571,non functional
2476,non functional
5935,non functional
7882,non functional
14203,non functional
12783,non functional
22854,non functional
25181,non functional
18142,non functional
6855,non functional
13388,non functional
1239,non functional
20375,non functional
3262,functional needs repair
11048,non functional
20712,functional needs repair
16423,non functional
24650,non functional
6275,non functional
22358,non functional
17562,non functional
8589,non functional
19682,non functional
3673,non functional
24930,non functional
14307,non functional
24482,non functional
13713,non functional
3411,functional needs repair
11739,non functional
24925,non functional
25122,functional needs repair
6817,non functional
8363,non functional
24160,non functional
1891,non functional
6488,non functional
177,non functional
1364,non functional
10145,non functional
21100,non functional
19436,non functional
26696,non functional
6905,non functional
6753,non functional
22567,functional needs repair
45,non functional
23271,non functional
19820,non functional
26925,non functional
703,non functional
1840,non functional
9149,non functional
19832,non functional
22284,non functional
24112,functional needs repair
19001,non functional
4734,non functional
17715,non functional
23006,non functional
1522,non functional
22825,non functional
15226,non functional
22385,non functional
1977,non functional
10692,functional needs repair
22459,functional needs repair
4836,non functional
19105,non functional
9298,functional needs repair
24751,non functional
8653,non functional
11592,functional needs repair
26170,non functional
6238,non functional
1783,non functional
6912,non functional
4316,non functional
16875,non functional
5756,non functional
6234,non functional
25047,non functional
6480,non functional
3516,non functional
8944,non functional
1864,non functional
10067,functional needs repair
12505,non functional
5482,non functional
9608,non functional
19249,non functional
2833,non functional
2807,non functional
10136,functional needs repair
6572,non functional
2241,non functional
13806,functional needs repair
17321,non functional
17136,non functional
16322,non functional
10873,non functional
15191,non functional
12242,non functional
27006,non functional
15729,non functional
4830,non functional
14251,non functional
21685,non functional
12639,non functional
1069,non functional
14289,functional needs repair
17814,non functional
5773,non functional
14751,non functional
11010,non functional
5301,non functional
17499,functional needs repair
12440,non functional
19380,non functional
15260,functional needs repair
2959,non functional
7691,non functional
12749,functional needs repair
8701,non functional
24076,functional needs repair
26454,non functional
4251,non functional
6820,non functional
8026,non functional
11768,non functional
15734,non functional
24968,functional needs repair
40,non functional
4751,non functional
26215,non functional
7325,non functional
20455,non functional
12407,functional needs repair
20606,functional needs repair
26840,non functional
4487,non functional
5186,non functional
14784,non functional
17249,non functional
18675,non functional
18085,non functional
8880,non functional
15105,non functional
15073,non functional
13158,non functional
7171,non functional
16233,non functional
21756,functional needs repair
16729,non functional
5525,non functional
7740,non functional
13289,non functional
23847,non functional
12634,non functional
7930,functional needs repair
16397,non functional
15251,non functional
9860,non functional
19906,non functional
9396,non functional
9893,non functional
9551,non functional
9690,non functional
13674,non functional
8822,functional needs repair
20879,functional needs repair
23366,non functional
18179,non functional
13521,non functional
13535,non functional
22625,non functional
10770,non functional
13808,non functional
2552,non functional
23516,non functional
6268,functional needs repair
27079,non functional
11354,non functional
26960,non functional
7593,non functional
21011,non functional
25102,functional needs repair
3878,non functional
10544,non functional
8548,non functional
19266,non functional
4730,non functional
2615,functional needs repair
22084,functional needs repair
2993,non functional
10950,functional needs repair
6253,non functional
19725,non functional
25740,non functional
17757,non functional
7821,non functional
26071,functional needs repair
26611,non functional
16827,functional needs repair
16201,functional needs repair
8807,functional needs repair
15487,non functional
14799,non functional
17855,functional needs repair
9887,non functional
18658,non functional
11561,non functional
301,non functional
24184,non functional
4839,non functional
21531,non functional
3267,non functional
4504,non functional
22429,functional needs repair
26030,non functional
21067,non functional
23192,non functional
12340,non functional
23580,non functional
12302,non functional
18677,non functional
12161,non functional
16109,non functional
4202,non functional
25711,non functional
6699,non functional
7222,non functional
25018,non functional
25175,non functional
5738,non functional
1587,non functional
20544,non functional
23924,non functional
25189,non functional
14769,non functional
12950,non functional
9048,functional needs repair
16138,functional needs repair
6561,functional needs repair
9784,non functional
4018,non functional
25472,non functional
2723,non functional
20729,functional needs repair
15949,non functional
24646,functional needs repair
24335,non functional
23627,non functional
24061,non functional
4362,non functional
3645,functional needs repair
1551,non functional
12606,non functional
19531,functional needs repair
7902,functional needs repair
7197,non functional
20996,non functional
25515,non functional
14741,non functional
3948,non functional
6522,non functional
14265,non functional
23414,functional needs repair
17103,non functional
10467,functional needs repair
3194,non functional
20475,non functional
16078,non functional
17305,non functional
14317,functional needs repair
15309,non functional
18513,functional needs repair
13777,non functional
23068,non functional
16532,non functional
24921,functional needs repair
5875,functional needs repair
23854,functional needs repair
7961,non functional
22231,non functional
8016,functional needs repair
21573,non functional
23685,non functional
2863,non functional
17751,non functional
13197,non functional
17039,functional needs repair
12578,non functional
16264,non functional
20695,non functional
5706,non functional
2002,non functional
3204,non functional
7147,non functional
5252,non functional
4082,non functional
9975,non functional
14683,non functional
11013,non functional
10520,functional needs repair
1369,non functional
13240,non functional
19837,functional needs repair
1162,non functional
11632,non functional
13349,non functional
24018,non functional
17214,functional needs repair
16794,functional needs repair
10,functional needs repair
14975,non functional
477,non functional
19260,non functional
516,non functional
6174,non functional
10363,non functional
11978,functional needs repair
13457,non functional
13545,non functional
19822,non functional
6813,non functional
14156,non functional
13824,functional needs repair
12983,non functional
10232,functional needs repair
16052,non functional
13010,non functional
22820,non functional
5856,non functional
22396,non functional
17494,non functional
7137,non functional
16034,functional needs repair
22449,non functional
8498,non functional
2904,non functional
18848,functional needs repair
15219,functional needs repair
765,functional needs repair
26577,non functional
22069,non functional
9030,non functional
1355,non functional
4155,non functional
5125,non functional
11464,non functional
19146,non functional
25412,non functional
13135,functional needs repair
25306,functional needs repair
17573,non functional
13056,non functional
2605,non functional
13345,functional needs repair
17618,non functional
9636,non functional
14576,non functional
1520,non functional
6040,non functional
19813,non functional
16998,non functional
5405,non functional
17910,non functional
20776,non functional
24119,functional needs repair
25362,non functional
14694,non functional
16225,non functional
26348,non functional
9097,non functional
12349,non functional
12415,non functional
16649,non functional
12475,non functional
5331,functional needs repair
3458,non functional
15845,non functional
22466,non functional
6266,non functional
4015,non functional
17476,non functional
21844,functional needs repair
13490,non functional
17783,non functional
15686,non functional
20470,non functional
14965,non functional
16866,functional needs repair
5547,functional needs repair
25435,non functional
10022,functional needs repair
2539,functional needs repair
6348,non functional
24853,non functional
24502,non functional
2049,non functional
21518,non functional
13709,non functional
15726,non functional
19988,non functional
23759,non functional
20536,non functional
19185,functional needs repair
4361,non functional
33,non functional
2450,non functional
12100,non functional
4692,non functional
2743,non functional
18376,non functional
13358,functional needs repair
11819,non functional
6368,non functional
13977,functional needs repair
3801,non functional
20572,non functional
17645,non functional
39,non functional
22664,functional needs repair
9683,non functional
20674,non functional
7298,non functional
7195,non functional
22448,non functional
17210,non functional
19649,non functional
5145,non functional
5314,non functional
19012,non functional
3753,functional needs repair
2584,non functional
18966,non functional
1202,non functional
8444,non functional
8173,non functional
1327,non functional
10484,non functional
3839,non functional
6113,non functional
8459,non functional
2466,non functional
5938,non functional
18358,non functional
26632,functional needs repair
23555,non functional
17242,non functional
21026,non functional
2608,non functional
14395,non functional
21517,non functional
21688,functional needs repair
15440,functional needs repair
26443,non functional
9410,non functional
10192,non functional
5625,non functional
11036,non functional
8019,non functional
7787,non functional
26798,non functional
3768,non functional
7296,functional needs repair
16291,non functional
25212,non functional
21359,non functional
12818,non functional
1762,non functional
26502,non functional
19381,non functional
10953,non functional
22774,non functional
22790,functional needs repair
9669,functional needs repair
1982,functional needs repair
8808,non functional
4970,non functional
19023,non functional
17158,non functional
13032,non functional
26699,non functional
15920,non functional
19115,non functional
25699,non functional
24927,non functional
3995,non functional
1122,non functional
15779,non functional
8607,non functional
9323,functional needs repair
20891,non functional
20675,non functional
23630,non functional
12484,non functional
3969,functional needs repair
24067,non functional
25922,non functional
8816,non functional
1077,non functional
545,non functional
7290,functional needs repair
287,non functional
5957,non functional
11138,functional needs repair
12392,non functional
20780,functional needs repair
26017,non functional
20461,non functional
23709,non functional
16375,non functional
5596,non functional
24180,non functional
14705,non functional
18240,non functional
17832,non functional
18710,functional needs repair
13539,non functional
13271,non functional
5578,non functional
4521,non functional
8997,non functional
23383,non functional
3779,non functional
6006,non functional
2837,non functional
17835,non functional
9758,non functional
21937,non functional
8521,non functional
9667,non functional
15399,non functional
24038,functional needs repair
16531,non functional
9074,non functional
25477,non functional
14062,non functional
20076,non functional
10723,non functional
23690,non functional
8773,non functional
6832,non functional
11170,non functional
11681,non functional
25484,non functional
13139,non functional
4105,non functional
18933,non functional
3606,non functional
1638,non functional
14334,non functional
19777,non functional
24804,non functional
1995,non functional
19296,non functional
18157,non functional
16158,non functional
6412,non functional
22085,non functional
5826,functional needs repair
17620,functional needs repair
3314,functional needs repair
1259,non functional
13738,non functional
7174,non functional
12007,non functional
2088,non functional
15265,non functional
25480,non functional
10913,non functional
1306,functional needs repair
25805,non functional
1340,non functional
7984,non functional
8087,non functional
9644,functional needs repair
13770,non functional
20231,non functional
22091,non functional
12575,non functional
8556,non functional
12676,non functional
24353,non functional
3287,non functional
21512,non functional
10927,non functional
22285,non functional
3447,non functional
26404,non functional
19626,functional needs repair
17809,functional needs repair
8035,functional needs repair
9780,non functional
12051,non functional
14361,non functional
15263,non functional
24075,functional needs repair
25732,non functional
20669,functional needs repair
11308,non functional
25184,non functional
1518,non functional
4227,non functional
9164,non functional
20880,non functional
5952,non functional
26354,functional needs repair
18336,non functional
19120,non functional
13654,non functional
7384,non functional
7367,non functional
21020,non functional
2909,non functional
17452,non functional
1149,functional needs repair
781,non functional
23443,non functional
652,functional needs repair
5544,non functional
20337,non functional
16071,functional needs repair
7897,non functional
23532,non functional
21481,non functional
3165,non functional
12229,non functional
14502,non functional
1594,non functional
18040,non functional
18740,non functional
5468,non functional
8224,non functional
11312,functional needs repair
7935,functional needs repair
19643,non functional
10160,non functional
23840,non functional
3515,non functional
20499,non functional
26268,non functional
4270,non functional
12391,non functional
26902,non functional
8629,functional needs repair
4374,non functional
10970,functional needs repair
16326,non functional
25315,non functional
21706,non functional
19889,non functional
21418,non functional
905,non functional
12955,non functional
589,non functional
21765,non functional
11352,functional needs repair
4833,functional needs repair
21989,non functional
12287,non functional
4115,non functional
18352,non functional
4642,non functional
5872,non functional
21004,non functional
12323,non functional
13668,non functional
215,functional needs repair
13839,non functional
5732,non functional
6030,non functional
21960,non functional
12044,non functional
11595,non functional
21525,non functional
10695,non functional
23721,non functional
17535,non functional
16400,non functional
16153,non functional
18989,non functional
9877,non functional
25952,non functional
1153,non functional
7249,non functional
26461,non functional
25572,non functional
3328,non functional
9592,non functional
14365,non functional
9831,non functional
5013,non functional
16681,non functional
19737,non functional
5487,non functional
1091,non functional
2293,functional needs repair
24472,non functional
9766,non functional
14850,non functional
13720,non functional
3041,functional needs repair
5862,non functional
19690,non functional
6670,functional needs repair
15783,non functional
2357,non functional
1047,non functional
14563,non functional
15501,non functional
2691,non functional
26103,functional needs repair
19188,non functional
19163,non functional
12181,non functional
13893,non functional
20243,non functional
90,non functional
13343,non functional
1752,non functional
21857,functional needs repair
18130,non functional
5177,non functional
11406,non functional
9519,non functional
4461,non functional
20277,non functional
8955,non functional
10624,non functional
11469,non functional
13286,non functional
7614,functional needs repair
6315,non functional
6403,non functional
20402,non functional
9184,non functional
6783,non functional
24050,non functional
22909,non functional
24300,non functional
1050,non functional
7880,non functional
17782,non functional
8606,non functional
8374,functional needs repair
23938,non functional
15641,non functional
21068,functional needs repair
4875,non functional
10434,non functional
6982,non functional
24908,non functional
17064,non functional
27122,non functional
7375,non functional
18833,non functional
225,non functional
11448,functional needs repair
26092,non functional
7450,non functional
26439,non functional
18421,non functional
19905,non functional
11525,non functional
19333,functional needs repair
419,non functional
13478,non functional
8874,non functional
21674,non functional
17257,non functional
12285,non functional
7489,non functional
11232,non functional
2034,functional needs repair
3960,non functional
14291,non functional
25147,non functional
7744,non functional
1820,non functional
2507,non functional
4772,functional needs repair
19617,non functional
6429,non functional
22203,non functional
3284,non functional
19199,non functional
3254,non functional
4158,functional needs repair
19636,non functional
22042,non functional
6374,non functional
25516,functional needs repair
15746,non functional
17636,non functional
1267,non functional
5236,non functional
574,non functional
26007,functional needs repair
13161,non functional
13991,non functional
8050,non functional
11153,non functional
1111,functional needs repair
9231,non functional
12833,functional needs repair
3180,non functional
19590,non functional
20937,non functional
23663,functional needs repair
8921,functional needs repair
17803,non functional
11547,functional needs repair
6983,non functional
4297,non functional
14015,non functional
26709,non functional
17031,non functional
8686,functional needs repair
12042,non functional
24494,non functional
21146,non functional
18292,functional needs repair
9456,non functional
2572,non functional
5991,non functional
12790,functional needs repair
20813,non functional
21633,non functional
6181,functional needs repair
12046,functional needs repair
23009,non functional
18287,functional needs repair
20842,non functional
1701,non functional
25297,non functional
11042,non functional
1337,non functional
17886,non functional
20148,non functional
22462,non functional
25993,functional needs repair
13836,non functional
129,functional needs repair
23305,non functional
19259,non functional
8084,non functional
5714,non functional
13177,non functional
21396,functional needs repair
26226,non functional
23712,non functional
17558,non functional
9548,non functional
10918,non functional
2030,functional needs repair
14883,functional needs repair
3823,non functional
24000,non functional
6732,non functional
24321,non functional
9107,non functional
4832,non functional
7570,non functional
23080,non functional
20068,non functional
14293,non functional
5364,non functional
22794,non functional
7993,non functional
7714,non functional
1346,functional needs repair
9014,non functional
23741,non functional
15951,non functional
4863,functional needs repair
12506,non functional
20046,non functional
22508,non functional
24757,non functional
20399,non functional
19968,non functional
18611,non functional
15055,non functional
25290,non functional
24806,non functional
26715,non functional
20258,non functional
6309,functional needs repair
12417,non functional
15202,functional needs repair
18361,non functional
20248,non functional
15360,non functional
15300,functional needs repair
14890,non functional
5283,non functional
22813,non functional
18609,functional needs repair
23339,non functional
1679,non functional
25555,non functional
9083,non functional
27042,non functional
25662,functional needs repair
816,non functional
15614,non functional
12400,non functional
4247,functional needs repair
24852,non functional
16778,non functional
1872,non functional
20541,non functional
24289,non functional
17289,non functional
8348,non functional
7581,non functional
21301,non functional
2335,functional needs repair
14536,non functional
19265,non functional
27031,non functional
26015,non functional
9844,non functional
21062,non functional
3405,non functional
21788,non functional
6099,non functional
12872,non functional
20871,non functional
24122,non functional
5890,non functional
26983,non functional
6276,non functional
19004,functional needs repair
21219,non functional
25623,non functional
1141,non functional
3630,non functional
80,non functional
19235,non functional
17743,non functional
16990,non functional
14855,non functional
20439,non functional
4436,non functional
15031,non functional
387,non functional
10482,non functional
6336,non functional
8928,functional needs repair
13742,non functional
16925,non functional
10012,non functional
25074,non functional
20644,non functional
18414,non functional
21304,non functional
18407,non functional
26162,non functional
16620,non functional
6011,non functional
436,non functional
5899,non functional
26196,non functional
6182,non functional
18435,non functional
10589,non functional
21596,non functional
12331,non functional
21781,non functional
15383,non functional
13372,non functional
12365,non functional
24285,functional needs repair
20620,non functional
10411,non functional
16541,functional needs repair
22700,non functional
20235,non functional
12473,non functional
2908,non functional
19483,non functional
15611,non functional
15944,non functional
18586,non functional
22874,non functional
6622,functional needs repair
15092,non functional
5870,non functional
12526,non functional
13540,non functional
7672,non functional
8523,non functional
23724,non functional
25646,non functional
20791,non functional
8667,non functional
19969,non functional
17160,non functional
22451,non functional
19628,non functional
19922,non functional
6564,non functional
15743,non functional
21709,non functional
5849,non functional
2571,functional needs repair
23615,functional needs repair
2543,non functional
15272,non functional
10890,non functional
3951,non functional
10284,non functional
11265,non functional
12380,functional needs repair
10759,non functional
17762,functional needs repair
14375,non functional
17815,non functional
13119,non functional
9811,non functional
20096,non functional
12062,non functional
23725,non functional
1359,non functional
261,non functional
2950,non functional
22907,non functional
5546,non functional
6725,non functional
12594,non functional
19230,non functional
23422,non functional
12654,non functional
17114,non functional
15165,non functional
16982,non functional
19134,non functional
1076,non functional
21764,functional needs repair
22631,non functional
4236,non functional
8511,non functional
9082,non functional
13005,non functional
22877,non functional
5564,non functional
17456,non functional
10817,non functional
26541,non functional
5647,non functional
15555,non functional
2594,non functional
21689,non functional
12333,non functional
4649,non functional
24175,non functional
325,non functional
21556,functional needs repair
5750,non functional
2392,non functional
13028,non functional
26069,non functional
20168,functional needs repair
5511,non functional
10877,non functional
20212,non functional
89,functional needs repair
25421,non functional
7874,functional needs repair
3732,non functional
2935,functional needs repair
26545,non functional
5749,non functional
2905,non functional
11813,non functional
3675,non functional
24445,functional needs repair
7748,non functional
3714,non functional
1469,non functional
14826,non functional
5541,non functional
20630,non functional
2548,non functional
19289,non functional
1049,functional needs repair
7352,non functional
17607,non functional
8208,non functional
8304,non functional
213,non functional
8017,non functional
4224,non functional
1888,non functional
18614,non functional
15571,non functional
26076,non functional
21558,non functional
6660,non functional
23011,non functional
21841,non functional
18753,non functional
26786,functional needs repair
6037,non functional
11961,functional needs repair
4477,non functional
273,non functional
25655,non functional
19092,non functional
1618,non functional
24072,non functional
2902,non functional
7605,non functional
9015,non functional
8893,functional needs repair
3078,non functional
24815,non functional
20901,non functional
5885,non functional
25105,non functional
13749,non functional
25564,non functional
21673,non functional
8343,functional needs repair
1193,non functional
4918,non functional
25877,non functional
10774,functional needs repair
23280,non functional
27057,non functional
1574,non functional
6090,functional needs repair
641,non functional
242,non functional
21045,non functional
5637,non functional
21138,non functional
12563,non functional
12876,functional needs repair
2215,functional needs repair
17069,non functional
25131,non functional
19903,non functional
18231,functional needs repair
2455,non functional
4714,non functional
2458,non functional
25154,non functional
13152,non functional
16169,non functional
5979,functional needs repair
15750,non functional
25558,non functional
23993,non functional
25461,non functional
25845,non functional
19776,non functional
9125,functional needs repair
23424,non functional
19444,non functional
7669,functional needs repair
6121,functional needs repair
18516,non functional
21024,non functional
21941,non functional
4134,non functional
16609,non functional
13076,non functional
14050,non functional
14270,non functional
10013,non functional
19402,non functional
14848,functional needs repair
4510,non functional
22517,functional needs repair
17923,non functional
37,non functional
17131,non functional
22827,non functional
6278,non functional
20174,non functional
10896,non functional
10815,non functional
11669,non functional
1641,non functional
11806,non functional
15425,non functional
24315,non functional
8889,non functional
20295,non functional
21968,non functional
18965,non functional
16917,functional needs repair
19859,non functional
23766,non functional
26370,functional needs repair
15748,non functional
17291,non functional
22910,non functional
25031,non functional
3564,non functional
19972,non functional
13369,functional needs repair
12509,non functional
1661,non functional
13536,functional needs repair
17717,non functional
931,functional needs repair
11228,non functional
1034,non functional
7349,functional needs repair
5275,non functional
14851,non functional
9747,non functional
1605,non functional
12170,functional needs repair
14001,non functional
9233,non functional
9916,non functional
16922,non functional
25523,non functional
4801,non functional
9718,non functional
25355,non functional
3925,functional needs repair
21877,non functional
3080,non functional
14066,functional needs repair
15560,functional needs repair
9972,non functional
49,non functional
24716,non functional
12730,non functional
8525,functional needs repair
23852,non functional
16514,non functional
5116,non functional
558,non functional
13489,non functional
15785,non functional
2499,non functional
9809,non functional
19467,non functional
19694,non functional
2130,non functional
13248,non functional
15107,non functional
11746,non functional
11936,non functional
9974,non functional
27098,non functional
2250,non functional
14519,non functional
871,functional needs repair
24453,non functional
6888,non functional
19060,non functional
3294,non functional
5039,non functional
20095,non functional
16704,functional needs repair
13552,non functional
21104,functional needs repair
21291,non functional
23820,non functional
22879,non functional
12031,non functional
9229,non functional
5601,non functional
15493,non functional
23478,functional needs repair
12901,functional needs repair
19634,non functional
2509,non functional
9311,non functional
11397,non functional
10465,non functional
9601,non functional
3859,non functional
21953,non functional
22124,functional needs repair
16837,non functional
23559,non functional
23906,non functional
25813,non functional
5431,non functional
7554,non functional
21528,functional needs repair
16805,non functional
5339,non functional
19907,non functional
108,non functional
13921,non functional
776,functional needs repair
4268,functional needs repair
2226,non functional
18514,non functional
10307,functional needs repair
16396,non functional
10102,non functional
18305,non functional
12787,non functional
7967,non functional
10058,non functional
23229,non functional
15742,non functional
12692,non functional
1815,functional needs repair
19709,non functional
11879,functional needs repair
26928,functional needs repair
23450,non functional
20176,non functional
5858,functional needs repair
7698,non functional
12727,non functional
11032,non functional
10726,non functional
25996,non functional
8518,non functional
10536,non functional
25807,non functional
68,functional needs repair
13356,non functional
6041,non functional
23008,non functional
4208,non functional
23786,non functional
25143,non functional
11476,non functional
8145,non functional
3399,functional needs repair
8834,non functional
14945,non functional
10581,non functional
24777,functional needs repair
2688,non functional
7442,non functional
3154,non functional
4139,non functional
5709,functional needs repair
13949,non functional
19176,non functional
23056,non functional
8930,non functional
8672,non functional
7832,non functional
21238,functional needs repair
22527,non functional
9381,non functional
1059,non functional
9306,non functional
13594,functional needs repair
2911,non functional
6642,non functional
23191,non functional
19384,non functional
18250,non functional
7379,non functional
18656,non functional
4446,non functional
3312,functional needs repair
15407,functional needs repair
2060,non functional
11371,non functional
17904,non functional
2894,non functional
25954,functional needs repair
20613,non functional
9558,functional needs repair
716,non functional
427,functional needs repair
10007,functional needs repair
395,non functional
2517,non functional
501,non functional
25897,non functional
5282,non functional
13954,non functional
1210,non functional
18247,non functional
14868,functional needs repair
26129,non functional
26913,non functional
150,non functional
5622,non functional
20316,functional needs repair
7978,non functional
21819,non functional
26805,non functional
13321,non functional
3104,functional needs repair
5279,non functional
26471,functional needs repair
2308,non functional
19015,non functional
15391,non functional
1353,non functional
2366,non functional
674,non functional
18910,non functional
13747,non functional
15306,functional needs repair
6923,non functional
23290,functional needs repair
10138,functional needs repair
11195,non functional
6570,non functional
25764,non functional
24715,non functional
18283,functional needs repair
13634,non functional
13662,non functional
12483,non functional
15101,non functional
22391,non functional
24102,non functional
14420,non functional
6269,non functional
22352,non functional
17539,non functional
25338,non functional
685,non functional
7151,non functional
12431,non functional
20540,non functional
8777,non functional
21922,non functional
11491,functional needs repair
21729,functional needs repair
274,non functional
14708,non functional
2781,non functional
952,functional needs repair
17741,non functional
24950,non functional
9818,non functional
1526,non functional
6789,functional needs repair
22717,functional needs repair
17046,non functional
13022,functional needs repair
24537,functional needs repair
6114,non functional
24880,non functional
8000,functional needs repair
21331,non functional
15838,functional needs repair
2854,non functional
18445,non functional
8926,non functional
23842,non functional
24095,non functional
16801,non functional
3347,non functional
23564,non functional
16366,non functional
12840,non functional
22261,non functional
12144,non functional
25171,non functional
23415,non functional
10672,non functional
8559,functional needs repair
8620,non functional
2705,functional needs repair
17145,functional needs repair
6773,non functional
15129,non functional
7985,functional needs repair
21490,non functional
12830,non functional
14242,non functional
4278,non functional
22617,functional needs repair
24674,non functional
19022,non functional
25252,functional needs repair
3424,non functional
2186,non functional
4890,non functional
15181,non functional
13277,non functional
17468,non functional
5503,non functional
1600,non functional
10827,functional needs repair
2749,non functional
23076,non functional
26722,non functional
15361,non functional
26312,non functional
9565,non functional
23958,non functional
8120,non functional
6395,non functional
11121,non functional
8321,non functional
13643,non functional
12650,non functional
12591,functional needs repair
8458,non functional
14574,non functional
10833,functional needs repair
7321,non functional
4700,non functional
1490,non functional
12581,non functional
13939,non functional
13393,non functional
11555,non functional
2263,non functional
20121,functional needs repair
5379,non functional
4856,non functional
17344,non functional
17497,non functional
12027,non functional
18905,non functional
7888,non functional
17197,functional needs repair
26108,non functional
8033,non functional
15091,non functional
3390,non functional
12792,non functional
23539,functional needs repair
22441,non functional
5632,non functional
17348,functional needs repair
6460,non functional
14635,non functional
26374,functional needs repair
8994,non functional
10327,non functional
1770,non functional
20407,non functional
17947,functional needs repair
19921,functional needs repair
26930,functional needs repair
18602,non functional
5202,non functional
14459,non functional
22784,non functional
21085,non functional
12150,non functional
16498,non functional
13203,non functional
23059,non functional
5599,non functional
5068,non functional
22183,non functional
18448,non functional
6505,non functional
16057,non functional
678,non functional
22911,non functional
22173,non functional
18096,non functional
25094,non functional
18642,non functional
20860,non functional
10667,non functional
19300,non functional
14396,non functional
20383,non functional
17825,functional needs repair
3852,non functional
1700,non functional
10384,non functional
12104,non functional
23341,non functional
24825,non functional
9531,functional needs repair
15030,non functional
11288,non functional
1311,non functional
24484,non functional
16386,non functional
13342,non functional
3597,non functional
11791,non functional
18227,non functional
2090,non functional
331,non functional
12345,non functional
21214,non functional
13784,non functional
25786,non functional
4068,non functional
23968,non functional
9578,non functional
6995,non functional
23060,non functional
9370,non functional
20856,non functional
561,non functional
8992,functional needs repair
6033,functional needs repair
22553,non functional
19742,non functional
2363,non functional
819,non functional
4065,non functional
1809,non functional
5642,non functional
4088,non functional
16111,non functional
19975,non functional
14227,non functional
26830,non functional
11400,non functional
21384,non functional
4288,non functional
26898,non functional
21972,non functional
5295,non functional
11257,functional needs repair
18405,non functional
24826,non functional
21416,non functional
7280,non functional
2824,non functional
946,functional needs repair
1405,non functional
21206,non functional
25132,functional needs repair
22063,functional needs repair
18604,functional needs repair
12645,functional needs repair
22133,non functional
14170,non functional
7161,non functional
9707,non functional
3479,non functional
18387,non functional
24385,non functional
26899,non functional
3004,non functional
15388,functional needs repair
6729,non functional
11339,non functional
25203,non functional
23495,non functional
1684,non functional
10381,non functional
11694,non functional
2740,functional needs repair
26839,non functional
15814,functional needs repair
15484,non functional
18243,non functional
2596,non functional
25718,non functional
14494,non functional
1333,non functional
13620,non functional
6638,non functional
26442,non functional
15886,non functional
26597,non functional
4747,non functional
20821,non functional
14731,non functional
25938,non functional
11577,functional needs repair
11168,non functional
332,non functional
23889,non functional
24422,non functional
18164,non functional
15207,non functional
16536,non functional
21797,non functional
795,non functional
23996,non functional
22945,non functional
21477,non functional
14452,non functional
22708,non functional
15930,non functional
12926,non functional
11427,non functional
190,non functional
23293,functional needs repair
2551,functional needs repair
25415,functional needs repair
16298,non functional
2522,functional needs repair
25242,non functional
491,non functional
12307,non functional
373,non functional
22958,non functional
19816,non functional
6405,non functional
18708,functional needs repair
2286,non functional
5073,non functional
22387,functional needs repair
11524,non functional
15225,non functional
20220,non functional
1812,non functional
651,non functional
12813,functional needs repair
23108,non functional
12204,non functional
5378,non functional
18041,non functional
16191,non functional
2541,functional needs repair
25645,non functional
13840,non functional
10135,functional needs repair
8197,non functional
16522,functional needs repair
23084,non functional
18919,non functional
2789,non functional
10710,non functional
14849,non functional
3696,functional needs repair
697,non functional
13764,non functional
22079,non functional
18906,functional needs repair
9771,non functional
5711,non functional
4377,non functional
16094,non functional
6424,functional needs repair
10648,non functional
26787,non functional
21118,non functional
22282,non functional
2054,non functional
4249,non functional
13373,non functional
21647,non functional
15063,non functional
15568,non functional
20217,non functional
22326,non functional
23551,non functional
6829,non functional
8028,non functional
16871,functional needs repair
20631,non functional
24286,non functional
317,non functional
18782,non functional
10510,non functional
14056,non functional
7337,non functional
13841,functional needs repair
244,non functional
19245,non functional
9536,non functional
19164,non functional
15938,non functional
14133,non functional
23027,non functional
23814,non functional
19192,non functional
12186,functional needs repair
1453,functional needs repair
15520,non functional
13329,non functional
6886,non functional
14551,non functional
18961,non functional
25066,non functional
1268,functional needs repair
21234,non functional
25948,non functional
24831,non functional
18255,non functional
20767,non functional
18312,non functional
24370,non functional
25256,non functional
20797,non functional
5400,non functional
8134,non functional
22603,non functional
19583,non functional
20632,functional needs repair
612,functional needs repair
2839,non functional
6613,non functional
20637,non functional
23522,non functional
18169,non functional
10752,non functional
23440,non functional
7404,non functional
11764,non functional
4354,non functional
26552,non functional
5657,functional needs repair
21370,non functional
15090,functional needs repair
24170,non functional
3321,non functional
17660,non functional
4707,non functional
10392,non functional
16566,non functional
14400,functional needs repair
698,non functional
3439,non functional
26671,non functional
22682,non functional
2606,non functional
15583,non functional
7373,non functional
12962,non functional
18233,non functional
19650,non functional
23689,non functional
16200,non functional
10707,non functional
2783,non functional
13097,non functional
15149,functional needs repair
21822,functional needs repair
19830,non functional
19672,non functional
6727,non functional
361,functional needs repair
10789,functional needs repair
7868,functional needs repair
8919,non functional
8649,non functional
2537,non functional
14320,non functional
1938,non functional
24574,non functional
22866,non functional
10734,non functional
16663,non functional
14880,non functional
15015,non functional
5752,functional needs repair
5192,non functional
17330,non functional
9240,non functional
2614,non functional
898,non functional
5111,non functional
26232,non functional
24909,non functional
3026,non functional
11919,non functional
16877,functional needs repair
59,non functional
23475,non functional
20044,functional needs repair
2155,non functional
12113,non functional
26850,non functional
3584,non functional
15513,non functional
19294,non functional
24480,non functional
7758,non functional
19074,non functional
